ID,New_Book_Author,New_Book_Title,Series_Name,Book_Co_Author,Illustrators,Challenge_Type,Challenge_Init,Initial_Response,Challenge_Notes,Decision,Restrictions,Restriction_Details,Library_Type,Month,Year,State,Overseeing_Agency,City,County,Sch_Name,Lib_name,Police,Book_Status,Data_Entry_Date,Links1,Links2,Links3,Links4,Last_Updated,Genre
15104,Amir,Zahra's Paradise,,,Khalil,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,FL,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Bloggers,Blogs,Comic books, strips,Comics & graphic novels, nonfiction, general,Graphic novels,Iran,Juvenile literature,Missing persons,New York Times bestseller,nyt:hardcover_graphic_books=2011-09-17"
15105,"Andersen, Liselotte",Baroque and Rococo art,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Baroque Art,History,Modern Art,Rococo Art"
15106,"Anderson, Jodi Lynn",Midnight at the Electric,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Dust Bowl Era, 1931-1939,Families,Family,Family, fiction,Fate and fatalism,Female friendship,Fiction,Friendship, fiction,Great britain, history, fiction,Identity,Identity (Psychology) in adolescence,Identity, fiction,Interplanetary voyages,Juvenile fiction,Kansas, history, fiction,Letters,Letters, fiction,Space flight, fiction,Teenage girls"
15107,"Anderson, Jodi Lynn",Peaches,Peaches,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Family life, fiction,Family problems,Family problems in fiction,Farm life,Farm life in fiction,Farm life, fiction,Fiction,Georgia in fiction,Georgia, fiction,Interpersonal relations,Interpersonal relations in fiction,Interpersonal relations, fiction,Juveile fiction,Juvenile fiction,Peach,Peach in fiction,Young adult fiction"
15108,"Anderson, Jodi Lynn",The Vanishing Season,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Children's stories,Crimes against,Fiction,Friendship,Ghosts, fiction,Homicide,Horror stories,Investigation,Juvenile fiction,Murder,Mystery and detective stories,Mystery fiction,Serial murder investigation,Serial murderers,Teenage girls,Triangles (Interpersonal relations),Wisconsin, fiction"
15109,"Anderson, Laurie Halse",Catalyst,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Death,Death in fiction,Father-daughter relationship,Fathers and daughters,Fathers and daughters in fiction,Fiction,High schools,High schools in fiction,Juvenile fiction,Neighborliness,Neighborliness in fiction,School stories,Schools,Schools in fiction"
15110,"Anderson, Laurie Halse",Speak,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Emotional problems,Emotional problems of children,Emotional problems of teenagers,Emotional problems--fiction,Emotionally disturbed children,Emotions, fiction,Fiction,Girls, fiction,High schools,High schools--fiction,Interpersonal relations, fiction,Juvenile fiction,Large type books,Mental health,Psychic trauma,Psychic trauma--fiction,Pz7.a54385 sp 2011,Rape,Rape, fiction,Rape--fiction,Schools,Schools, fiction,Schools--fiction,Social isolation,Teenage girls,[fic],collectionID:EanesChallenge"
15111,"Anderson, Laurie Halse",Speak: The Graphic Novel,,,"Carroll, Emily",Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"741.5/973,Children's fiction,Comic books, strips,Emotional problems,Emotional problems--fiction,Emotions, fiction,Fiction,Girls, fiction,Graphic novels,High schools,High schools--fiction,Mental health,Pz7.7.a476 sp 2018,Rape,Rape, fiction,Rape--fiction,Schools,Schools, fiction,Schools--fiction,Social isolation,Social isolation--comic books, strips, etc,Social isolation--fiction,Teenage girls,Teenage girls--comic books, strips, etc,YOUNG ADULT FICTION / Comics & Graphic Novels / Classic Adaptation,YOUNG ADULT FICTION / Social Themes / Sexual Abuse,Young adult fiction--comics & graphic novels--classic adaptation,Young adult fiction--social themes--sexual abuse"
15112,"Anderson, Laurie Halse",The Impossible Knife of Memory,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Family life, fiction,Family problems,Fathers and daughters,Fathers and daughters, fiction,Fiction,Large type books,Mental illness, fiction,Post-traumatic stress disorder,Veterans"
15113,"Anderson, Laurie Halse",Twisted,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Coming of age,Dysfunctional families,Family life, fiction,Family problems,Fiction,High schools,Interpersonal relations,Interpersonal relations, fiction,Juvenile fiction,Large type books,New York Times reviewed,Ohio, fiction,Problem families,Schools,Schools, fiction,Young adult fiction,collectionID:AlpineChallenge"
15114,"Anderson, Laurie Halse",Prom,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Families,Family,Family life,Family life, fiction,Fiction,High schools,Juvenile fiction,Large type books,Pennsylvania, fiction,Proms,School stories,Schools,Self-realization"
15115,"Anderson, M. T.",Feed,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Adolescents,Brainwashing,Children's fiction,Ciencia-ficción,Control (Psychology),Fiction,Intellectual freedom,Internet Archive Wishlist,Juvenile Fiction,Liberté de pensée,Man-woman relationships,Moon, exploration, fiction,Moon, fiction,Romans, nouvelles, etc. pour la jeunesse,Science fiction,Technologie,Technology,Teenagers,Young adult fiction, fantasy, general,Young adult fiction, social themes, general,Young adult fiction, social themes, values & virtues"
15116,"Anderson, Natalie C.",Let's Go Swimming on Doomsday,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Africa, fiction,Children's fiction,Refugees, fiction,Spies, fiction,Terrorism, fiction"
15117,"Anderson, R. J.",Quicksilver,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Extraterrestrial beings,Extraterrestrial beings, fiction,Fiction,Identity,Identity (Philosophical concept),Identity (Psychology),Identity, fiction,Juvenile fiction,Science fiction,Technology,Technology, fiction"
15118,"Anderson, R. J.",Ultraviolet,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Commitment and detention,Emotional problems,Emotions, fiction,Extraterrestrial beings,Extraterrestrial beings, fiction,Fiction,Girls, fiction,Mentally ill,Mentally ill, fiction,Science fiction,Synesthesia,Teenage girls,Young adult fiction"
15119,"Andrews, Jesse",Me and Earl and the Dying Girl,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Death,Families,Family life,Family life, fiction,Fiction,Friendship,Friendship, fiction,General,High school students,High schools,Humorous stories,Independent filmmakers,Jewish teenagers,Jews,Jews, united states, fiction,Juvenile fiction,Leukemia,Leukemia, fiction,New York Times bestseller,Pennsylvania, fiction,Reading Level-Grade 10,Reading Level-Grade 11,Reading Level-Grade 12,Reading Level-Grade 8,Reading Level-Grade 9,Schools,Schools, fiction,Teenagers,Terminally ill,collectionID:ConroeChallenge,collectionID:EanesChallenge,collectionID:KellerChallenge,collectionID:TexChallenge2021,collectionID:bannedbooks,nyt:young-adult=2015-05-24"
15120,"Andrews, Jesse",Munmun,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Brothers and sisters,Brothers and sisters, fiction,Children's fiction,Fiction,Fiction, general,Science fiction,Size,Social classes,Social problems, fiction"
15121,"Andrews, Jesse",Un final para Rachel,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Amistad,Escuelas,Escuelas secundarias,Familias,Families,Fiction,Friendship,High schools,Humorous stories,Jews,Judíos,Juvenile fiction,Leucemia,Leukemia,Novela,Schools,Spanish language materials"
15122,"Andrews, V. C.",Petals on the Wind,Dollanganger,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Abused children,American literature,Brothers and sisters,Child abuse,Children's stories,Dilation and curettage,Dollanger family (fictitious characters), fiction,Domestic fiction,Ficcion,Ficción,Fiction,Fiction - General,Fiction / General,Fiction, family life, general,Fiction, general,Fiction, gothic,Fiction, horror,Fiction, sagas,General,Hermanos,Horror,Horror - General,Horror fiction,Inheritance and succession,Large type books,Mothers and daughters, fiction,Mystery fiction,Ninos maltratados,Patrimonio,Problem families,arsenic,blackmail,collectionid:vcadg,doughnuts,dysfunctional families,incest,mothers and daughters,persistent vegetative state,psychiatric hospitals,revenge,series:dollanganger,suspense"
15123,"Andrews, V. C.",Garden of Shadows,Dollanganger,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Children's fiction,Dollanger family (fictitious characters), fiction,Familles,Family secrets,Fiction,Fiction, family life, general,Fiction, horror,Girls, fiction,Horror stories,Horror tales,Inceste,Large type books,Marriage, fiction,Romans, nouvelles,Wife abuse,avalanche,breast cancer,car accidents,child abuse,collectionid:vcadg,dysfunctional families,families,heart attack,horror fiction,incest,marital rape,mothers and daughters,revenge,series:dollanganger,stroke"
15124,"Andrews, V.C.",Flowers in the Attic,Dollanganger,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Abuelos,Abuso de niños,American fiction,Children,Dollanger family (fictitious characters), fiction,Enfants,Families,Ficcion,Fiction,Fiction, general,Fiction, horror,Gothic fiction,Grandparent and child,Health and hygiene,Hermanos,Horror tales,Inheritance and succession,Large type books,Niños maltratados,Novela,Psychological fiction,Romans,Social isolation,abused children,brothers and sisters,child abuse,classics,collectionid:vcadg,coming of age,doughnuts,gothic,grandparents,incest,romance,series:dollanganger"
15125,"Andrews, V.C.",Flowers in the Attic,Dollanganger,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Abuelos,Abuso de niños,American fiction,Children,Dollanger family (fictitious characters), fiction,Enfants,Families,Ficcion,Fiction,Fiction, general,Fiction, horror,Gothic fiction,Grandparent and child,Health and hygiene,Hermanos,Horror tales,Inheritance and succession,Large type books,Niños maltratados,Novela,Psychological fiction,Romans,Social isolation,abused children,brothers and sisters,child abuse,classics,collectionid:vcadg,coming of age,doughnuts,gothic,grandparents,incest,romance,series:dollanganger"
15126,"Andrews, V.C.",If There Be Thorns,Dollanganger,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Abuelas,Abuso sexual de ninos,Adolescentes,Adult child abuse victims,American Horror tales,Brothers and sisters - Fiction,Child abuse,Child abuse - Fiction,Congenital insensitivity to pain,Dollanger family (fictitious characters), fiction,Domestic fiction,Dysfunctional families,Familias de problemias,Families,Family - Fiction,Family relations - Fiction,Family secrets,Ficcion,Fiction - Horror,Fiction / General,Fiction, family life, general,Fiction, general,Fiction, horror,Fiction, thrillers, suspense,Grandmothers,Grandmothers - Fiction,Horror,Horror - General,Horror stories,Human relations - Fiction,Incest,Incest - Fiction,Incesto,Large type books,Novel,Revenge,Revenge - Fiction,Secrecy - Fiction,Teenagers,The Dollanganger Series,Translations into French,Venganza,attics,ballet,cellars,collectionid:vcadg,diaries,family series,fiction,funerals,half-brothers,horror tales,series,series:dollanganger,wheelchairs"
15127,"Angelou, Maya",I Know Why The Caged Bird Sings,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"1000blackgirlbooks,African American authors,African American entertainers,African American families,African American women,African American women authors,African american authors--biography,African american families--arkansas,African american women authors--20th century--biography,African americans, biography,American Authors,American Women authors,Angelou, Maya,Angelou, maya, 1928-2014,Arkansas, social life and customs,Artistas,Authors, american,Authors, american--20th century--biography,Authors, american--homes and haunts,Authors, american--homes and haunts--arkansas,Authors, biography,Autobiography,Autoras afronorteamericanas,Biografía,Biography,Biography & Autobiography,Biography,,Black Authors,Childhood and youth,Childhood and youthangelou, maya,Country life,Entertainers,Entertainers--united states--biography,History and criticism,Homes,Homes and haunts,Homes and hauntsangelou, maya,Intellectual life,Manners and customs,New York Times bestseller,Nonfiction,Political science,Ps3551.n464 z466 2009,Public policy,Reading Level-Grade 11,Reading Level-Grade 12,Social conditions,Social life and customs,nyt:combined-print-and-e-book-nonfiction=2014-06-15,open_syllabus_project"
15128,"Angelou, Maya",And Still I Rise,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"1000blackgirlbooks,African American women,African Americans,American literature,American poetry,Black Women,Blacks,Modern Poetry,Poetry,Poetry (poetic works by one author),Race identity,collectionID:bannedbooks"
15129,"Angelou, Maya",Gather Together in My Name,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"African American authors,African American women,African American women authors,African American women entertainers,African Americans,African-American authors,American Authors,Biography,Entertainers,Poetry (poetic works by one author)"
15130,"Angelou, Maya",Now Sheba Sings the Song,,,"Feelings, Tom",Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"African American authors,African Americans,American poetry,Bible,Children's fiction,Poetry,Poetry (poetic works by one author),Singing, fiction,Theology,Women authors"
15131,"Angelou, Maya",The Heart of a Woman,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"African American authors,African American women,African American women authors,African Americans,African american authors,African americans, biography,Afro-American women authors,American Authors,American Women authors,Angelou, Maya,Angelou, maya, 1928-2014,Authors, American,Authors, american,Biography,Biography & Autobiography,Entertainers,Large type books,Nonfiction,Reading Level-Grade 10,Reading Level-Grade 11,Reading Level-Grade 12,Reading Level-Grade 9"
15132,"Anthony, Piers",Castle Roogna,Xanth,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Fantasy,Fantasy fiction,Fiction,Fiction, fantasy, general,Science fiction,Xanth (Imaginary place),Xanth (imaginary place), fiction"
15133,"Appignanesi, Richard",Manga Shakespeare: A Midsummer Night's Dream,Manga Shakespeare,"Shakespeare, William","Brown, Kate",Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,Unknown
15134,"Archer, Jeffrey",Sons of Fortune,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Banks and banking,Brothers,Brothers, fiction,Connecticut, fiction,Fiction,Fiction, general,Infants switched at birth,Large type books,Politicians,Twins,Twins, fiction,United states, fiction,Veterans,Vietnam War (1961-1975) fast (OCoLC)fst01431664,Vietnam War, 1961-1975,Vietnamese Conflict, 1961-1975"
15135,"Arcos, Carrie",Crazy Messy Beautiful,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Artists,Artists, fiction,Bullying,Bullying, fiction,Children's fiction,Chilean Americans,Family problems,Fiction,High schools,Love,Love, fiction,Poetry,Poetry, fiction,Schools,Schools, fiction"
15136,"Armentrout, Jennifer L.",Grace and Glory,Harbinger,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,Unknown
15137,"Armentrout, Jennifer L.",Obsidian,Lux,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,Unknown
15138,"Armentrout, Jennifer L.",Rage and Ruin,Harbinger,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Young adult fiction, fantasy, contemporary,Young adult fiction, paranormal, occult & supernatural,Young adult fiction, romance, contemporary,Young adult fiction, social themes, emotions & feelings"
15139,"Armentrout, Jennifer L.",Storm and Fury,Harbinger,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,Children's fiction
15140,"Armstrong, Kelley",Aftermath,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,FL,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"American literature,Children's fiction,Fiction,Thriller"
15141,"Armstrong, Kelley",Sea of Shadows,Age of Legends,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Adventure and adventurers,Adventure and adventurers, fiction,Adventure stories,Children's fiction,Fantasy,Fantasy & Magic,Fantasy fiction,Fiction,Horror & Ghost Stories,JUVENILE FICTION / Fantasy & Magic,JUVENILE FICTION / Horror & Ghost Stories,JUVENILE FICTION / Love & Romance,Juvenile fiction,Love & Romance,New York Times bestseller,Paranormal fiction,Sisters,Sisters, fiction,Spirits,Supernatural,Supernatural, fiction,Twins,Twins, fiction,nyt:young-adult=2014-04-27"
15142,"Armstrong, Kelley",The Awakening (KA),Darkest Powers,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,Unknown
15143,"Armstrong, Kelley",The Gathering (KA),Darkness Rising,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,Unknown
15144,"Armstrong, Kelley",The Masked Truth,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Adolescents,Adolescents vivant avec un trouble de santé mentale,American literature,Children's fiction,Coming of age,Fiction,General,Group psychotherapy for teenagers,Hostages,Juvenile fiction,Kidnapping,Mass murder,Mental illness,Mentally ill teenagers,Mentally ill, fiction,Meurtre multiple,Murder,Murder, fiction,Mystery and detective stories,Otages,Post traumatic stress disorder,Psychothérapie de groupe,Romans, nouvelles, etc. pour la jeunesse,Schizophrenia,Survival,Suspense fiction,Teenagers"
15145,"Armstrong, Kelley",The Reckoning,Darkest Powers,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Adventure and adventurers, fiction,Adventure fiction,Canadian Fantasy fiction,Children's fiction,Fantasy,Fantasy fiction,Fiction,Ghost stories,Ghosts,Ghosts, fiction,Juvenile Fiction,Juvenile fiction,Magic,Magic, fiction,New York Times bestseller,Paranormal fiction,Psychic ability,Supernatural,Supernatural, fiction,Teenage girls,Werewolves,Werewolves, fiction,nyt:series-books=2010-04-25"
15146,"Arnold, David",Mosquitoland,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Retained/Restricted,Yes,Restricted to HS Only,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,"Bus travel,Fiction,Fiction, coming of age,Juvenile fiction,Mental illness,Mothers and daughters,Runaway teenagers,Runaways,Stepfamilies,Voyages and travels"
15147,"Arnold, David",The Electric Kingdom,,,,Internal/Administrative Review,Administration,Off Shelves,Response to HB1069,Still in Process,,,School,12,2023,Florida,Escambia County Public Schools,,Escambia,,,,,5/3/2024,https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing,,,,,Unknown
